codigo_emenda,nome_autor,tipo_autor,partido_autor,codigo_funcao,descricao_funcao,codigo_subfuncao,descricao_subfuncao,codigo_programa,descricao_programa,codigo_acao,descricao_acao,codigo_natureza_despesa,descricao_natureza_despesa,codigo_modalidade,descricao_modalidade,valor_empenhado
13490004-2024,aecio neves,deputado federal,psdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,500000.0
13490005-2024,aecio neves,deputado federal,psdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,399825.0
13490002-2024,aecio neves,deputado federal,psdb,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,299954.0
13490003-2024,aecio neves,deputado federal,psdb,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,150000.0
13490007-2024,aecio neves,deputado federal,psdb,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,110000.0
13490002-2024,aecio neves,deputado federal,psdb,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
28710017-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,30,transferencias a estados e ao distrito federal,8271585.0
28710020-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,4200000.0
28710004-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2500000.0
28710011-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2500000.0
28710005-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710008-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710013-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710007-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710002-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710003-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710001-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1500000.0
28710009-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1000000.0
28710012-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1000000.0
28710010-2024,afonso florence,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1000000.0
28710022-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,900000.0
28710014-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,900000.0
28710019-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,700000.0
28710015-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,700000.0
28710024-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,600000.0
28710025-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,600000.0
28710016-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,600000.0
28710021-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,600000.0
28710023-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,400000.0
28710018-2024,afonso florence,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,400000.0
20980001-2024,afonso hamm,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,15185585.0
20980002-2024,afonso hamm,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,10714796.0
20980007-2024,afonso hamm,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,1568128.0
20980004-2024,afonso hamm,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2571851.0
20980004-2024,afonso hamm,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,2000000.0
20980009-2024,afonso hamm,deputado federal,pp,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1220000.0
20980001-2024,afonso hamm,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,400000.0
20980008-2024,afonso hamm,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,854800.0
20980006-2024,afonso hamm,deputado federal,pp,05,defesa nacional,301,atencao basica,0032,programa de gestao e manutencao do poder executivo,2e74,estruturacao e modernizacao de unidades de saude das forcas armadas,4,investimentos,90,aplicacoes diretas,429121.0
20980013-2024,afonso hamm,deputado federal,pp,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,2723,"policiamento, fiscalizacao, enfrentamento a criminalidade e corrupcao",4,investimentos,90,aplicacoes diretas,300000.0
20980014-2024,afonso hamm,deputado federal,pp,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,20rg,"reestruturacao e modernizacao das instituicoes da rede federal de educacao profissional, cientifica e tecnologica",4,investimentos,90,aplicacoes diretas,10719.07
20980003-2024,afonso hamm,deputado federal,pp,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",8282,reestruturacao e modernizacao das instituicoes federais de ensino superior,4,investimentos,90,aplicacoes diretas,0.0
20980010-2024,afonso hamm,deputado federal,pp,20,agricultura,572,desenvolvimento tecnologico e engenharia,2303,pesquisa e inovacao agropecuaria,20y6,"pesquisa, desenvolvimento e transferencia de tecnologias para a agropecuaria",4,investimentos,90,aplicacoes diretas,98900.0
20980005-2024,afonso hamm,deputado federal,pp,20,agricultura,572,desenvolvimento tecnologico e engenharia,2303,pesquisa e inovacao agropecuaria,20y6,"pesquisa, desenvolvimento e transferencia de tecnologias para a agropecuaria",3,outras despesas correntes,90,aplicacoes diretas,21280.0
